"uri","label"
"/gtc-2017/data/cars_train/00076.jpg","truck"
"/gtc-2017/data/cars_train/00077.jpg","car"
"/gtc-2017/data/cars_train/00078.jpg","truck"
"/gtc-2017/data/cars_train/00079.jpg","truck"
"/gtc-2017/data/cars_train/00080.jpg","truck"
"/gtc-2017/data/cars_train/00081.jpg","car"
"/gtc-2017/data/cars_train/00082.jpg","car"
"/gtc-2017/data/cars_train/00083.jpg","truck"
"/gtc-2017/data/cars_train/00084.jpg","truck"
"/gtc-2017/data/cars_train/00086.jpg","truck"
"/gtc-2017/data/cars_train/00088.jpg","truck"
"/gtc-2017/data/cars_train/00089.jpg","car"
"/gtc-2017/data/cars_train/00090.jpg","car"
"/gtc-2017/data/cars_train/00091.jpg","car"
"/gtc-2017/data/cars_train/00092.jpg","truck"
"/gtc-2017/data/cars_train/00093.jpg","truck"
"/gtc-2017/data/cars_train/00096.jpg","car"
"/gtc-2017/data/cars_train/00099.jpg","car"
"/gtc-2017/data/cars_train/00100.jpg","car"
"/gtc-2017/data/cars_train/00103.jpg","truck"
"/gtc-2017/data/cars_train/00105.jpg","car"
"/gtc-2017/data/cars_train/00106.jpg","truck"
"/gtc-2017/data/cars_train/00109.jpg","truck"
"/gtc-2017/data/cars_train/00111.jpg","truck"
"/gtc-2017/data/cars_train/00112.jpg","car"
"/gtc-2017/data/cars_train/00113.jpg","car"
"/gtc-2017/data/cars_train/00114.jpg","truck"
"/gtc-2017/data/cars_train/00115.jpg","truck"
"/gtc-2017/data/cars_train/00116.jpg","truck"
"/gtc-2017/data/cars_train/00118.jpg","truck"
"/gtc-2017/data/cars_train/00120.jpg","truck"
"/gtc-2017/data/cars_train/00123.jpg","car"
"/gtc-2017/data/cars_train/00124.jpg","car"
"/gtc-2017/data/cars_train/00125.jpg","car"
"/gtc-2017/data/cars_train/00126.jpg","car"
"/gtc-2017/data/cars_train/00127.jpg","truck"
"/gtc-2017/data/cars_train/00128.jpg","truck"
"/gtc-2017/data/cars_train/00129.jpg","truck"
"/gtc-2017/data/cars_train/00131.jpg","truck"
"/gtc-2017/data/cars_train/00134.jpg","truck"
"/gtc-2017/data/cars_train/00135.jpg","car"
"/gtc-2017/data/cars_train/00136.jpg","car"
"/gtc-2017/data/cars_train/00138.jpg","truck"
"/gtc-2017/data/cars_train/00139.jpg","car"
"/gtc-2017/data/cars_train/00140.jpg","car"
"/gtc-2017/data/cars_train/00141.jpg","truck"
"/gtc-2017/data/cars_train/00142.jpg","truck"
"/gtc-2017/data/cars_train/00143.jpg","truck"
"/gtc-2017/data/cars_train/00144.jpg","truck"
"/gtc-2017/data/cars_train/00146.jpg","car"
"/gtc-2017/data/cars_train/00147.jpg","truck"
"/gtc-2017/data/cars_train/00148.jpg","car"
"/gtc-2017/data/cars_train/00149.jpg","truck"
"/gtc-2017/data/cars_train/00150.jpg","truck"
"/gtc-2017/data/cars_train/00152.jpg","car"
"/gtc-2017/data/cars_train/00153.jpg","car"
"/gtc-2017/data/cars_train/00154.jpg","car"
"/gtc-2017/data/cars_train/00155.jpg","truck"
"/gtc-2017/data/cars_train/00156.jpg","truck"
"/gtc-2017/data/cars_train/00157.jpg","truck"
"/gtc-2017/data/cars_train/00158.jpg","truck"
"/gtc-2017/data/cars_train/00159.jpg","car"
"/gtc-2017/data/cars_train/00160.jpg","truck"
"/gtc-2017/data/cars_train/00161.jpg","car"
"/gtc-2017/data/cars_train/00162.jpg","car"
"/gtc-2017/data/cars_train/00163.jpg","car"
"/gtc-2017/data/cars_train/00164.jpg","truck"
"/gtc-2017/data/cars_train/00165.jpg","truck"
"/gtc-2017/data/cars_train/00166.jpg","car"
"/gtc-2017/data/cars_train/00167.jpg","truck"
"/gtc-2017/data/cars_train/00168.jpg","truck"
"/gtc-2017/data/cars_train/00169.jpg","car"
"/gtc-2017/data/cars_train/00170.jpg","car"
"/gtc-2017/data/cars_train/00171.jpg","car"
"/gtc-2017/data/cars_train/00172.jpg","car"
"/gtc-2017/data/cars_train/00173.jpg","truck"
"/gtc-2017/data/cars_train/00175.jpg","car"
"/gtc-2017/data/cars_train/00176.jpg","truck"
"/gtc-2017/data/cars_train/00177.jpg","car"
"/gtc-2017/data/cars_train/00178.jpg","car"
"/gtc-2017/data/cars_train/00179.jpg","car"
"/gtc-2017/data/cars_train/00180.jpg","car"
"/gtc-2017/data/cars_train/00181.jpg","truck"
"/gtc-2017/data/cars_train/00183.jpg","truck"
"/gtc-2017/data/cars_train/00184.jpg","truck"
"/gtc-2017/data/cars_train/00185.jpg","car"
"/gtc-2017/data/cars_train/00186.jpg","truck"
"/gtc-2017/data/cars_train/00187.jpg","truck"
"/gtc-2017/data/cars_train/00188.jpg","car"
"/gtc-2017/data/cars_train/00189.jpg","truck"
"/gtc-2017/data/cars_train/00190.jpg","truck"
"/gtc-2017/data/cars_train/00192.jpg","truck"
"/gtc-2017/data/cars_train/00193.jpg","car"
"/gtc-2017/data/cars_train/00194.jpg","truck"
"/gtc-2017/data/cars_train/00196.jpg","car"
"/gtc-2017/data/cars_train/00199.jpg","truck"
"/gtc-2017/data/cars_train/00201.jpg","truck"
"/gtc-2017/data/cars_train/00202.jpg","car"
"/gtc-2017/data/cars_train/00204.jpg","truck"
"/gtc-2017/data/cars_train/00205.jpg","car"
"/gtc-2017/data/cars_train/00208.jpg","truck"
"/gtc-2017/data/cars_train/00209.jpg","car"
"/gtc-2017/data/cars_train/00213.jpg","truck"
"/gtc-2017/data/cars_train/00215.jpg","truck"
"/gtc-2017/data/cars_train/00216.jpg","truck"
"/gtc-2017/data/cars_train/00217.jpg","truck"
"/gtc-2017/data/cars_train/00218.jpg","car"
"/gtc-2017/data/cars_train/00219.jpg","truck"
"/gtc-2017/data/cars_train/00220.jpg","truck"
"/gtc-2017/data/cars_train/00221.jpg","car"
"/gtc-2017/data/cars_train/00222.jpg","car"
"/gtc-2017/data/cars_train/00223.jpg","car"
"/gtc-2017/data/cars_train/00224.jpg","car"
"/gtc-2017/data/cars_train/00225.jpg","car"
"/gtc-2017/data/cars_train/00226.jpg","truck"
"/gtc-2017/data/cars_train/00227.jpg","car"
"/gtc-2017/data/cars_train/00228.jpg","truck"
"/gtc-2017/data/cars_train/00229.jpg","car"
"/gtc-2017/data/cars_train/00230.jpg","car"
"/gtc-2017/data/cars_train/00232.jpg","truck"
"/gtc-2017/data/cars_train/00233.jpg","truck"
"/gtc-2017/data/cars_train/00236.jpg","truck"
"/gtc-2017/data/cars_train/00238.jpg","truck"
"/gtc-2017/data/cars_train/00240.jpg","car"
"/gtc-2017/data/cars_train/00241.jpg","truck"
"/gtc-2017/data/cars_train/00242.jpg","truck"
"/gtc-2017/data/cars_train/00243.jpg","car"
"/gtc-2017/data/cars_train/00245.jpg","car"
"/gtc-2017/data/cars_train/00246.jpg","truck"
"/gtc-2017/data/cars_train/00247.jpg","car"
"/gtc-2017/data/cars_train/00252.jpg","truck"
"/gtc-2017/data/cars_train/00253.jpg","truck"
"/gtc-2017/data/cars_train/00254.jpg","truck"
"/gtc-2017/data/cars_train/00255.jpg","truck"
"/gtc-2017/data/cars_train/00256.jpg","car"
"/gtc-2017/data/cars_train/00258.jpg","truck"
"/gtc-2017/data/cars_train/00259.jpg","truck"
"/gtc-2017/data/cars_train/00260.jpg","truck"
"/gtc-2017/data/cars_train/00261.jpg","car"
"/gtc-2017/data/cars_train/00262.jpg","car"
"/gtc-2017/data/cars_train/00263.jpg","truck"
"/gtc-2017/data/cars_train/00264.jpg","truck"
"/gtc-2017/data/cars_train/00267.jpg","car"
"/gtc-2017/data/cars_train/00269.jpg","truck"
"/gtc-2017/data/cars_train/00270.jpg","car"
"/gtc-2017/data/cars_train/00272.jpg","car"
"/gtc-2017/data/cars_train/00273.jpg","truck"
"/gtc-2017/data/cars_train/00274.jpg","truck"
"/gtc-2017/data/cars_train/00275.jpg","truck"
"/gtc-2017/data/cars_train/00276.jpg","car"
"/gtc-2017/data/cars_train/00277.jpg","truck"
"/gtc-2017/data/cars_train/00278.jpg","car"
"/gtc-2017/data/cars_train/00279.jpg","car"
"/gtc-2017/data/cars_train/00280.jpg","car"
"/gtc-2017/data/cars_train/00281.jpg","truck"
"/gtc-2017/data/cars_train/00282.jpg","car"
"/gtc-2017/data/cars_train/00283.jpg","truck"
"/gtc-2017/data/cars_train/00284.jpg","truck"
"/gtc-2017/data/cars_train/00285.jpg","truck"
"/gtc-2017/data/cars_train/00286.jpg","car"
"/gtc-2017/data/cars_train/00287.jpg","truck"
"/gtc-2017/data/cars_train/00288.jpg","car"
"/gtc-2017/data/cars_train/00289.jpg","truck"
"/gtc-2017/data/cars_train/00290.jpg","truck"
"/gtc-2017/data/cars_train/00291.jpg","truck"
"/gtc-2017/data/cars_train/00292.jpg","car"
"/gtc-2017/data/cars_train/00293.jpg","car"
"/gtc-2017/data/cars_train/00295.jpg","truck"
"/gtc-2017/data/cars_train/00296.jpg","truck"
"/gtc-2017/data/cars_train/00297.jpg","truck"
"/gtc-2017/data/cars_train/00298.jpg","car"
"/gtc-2017/data/cars_train/00299.jpg","truck"
"/gtc-2017/data/cars_train/00300.jpg","truck"
"/gtc-2017/data/cars_train/00304.jpg","car"
"/gtc-2017/data/cars_train/00305.jpg","car"
"/gtc-2017/data/cars_train/00307.jpg","car"
"/gtc-2017/data/cars_train/00308.jpg","truck"
"/gtc-2017/data/cars_train/00309.jpg","truck"
"/gtc-2017/data/cars_train/00310.jpg","car"
"/gtc-2017/data/cars_train/00311.jpg","truck"
"/gtc-2017/data/cars_train/00312.jpg","car"
"/gtc-2017/data/cars_train/00313.jpg","truck"
"/gtc-2017/data/cars_train/00314.jpg","truck"
"/gtc-2017/data/cars_train/00316.jpg","truck"
"/gtc-2017/data/cars_train/00318.jpg","truck"
"/gtc-2017/data/cars_train/00319.jpg","truck"
"/gtc-2017/data/cars_train/00320.jpg","truck"
"/gtc-2017/data/cars_train/00321.jpg","truck"
"/gtc-2017/data/cars_train/00322.jpg","truck"
"/gtc-2017/data/cars_train/00323.jpg","truck"
"/gtc-2017/data/cars_train/00324.jpg","car"
"/gtc-2017/data/cars_train/00325.jpg","car"
"/gtc-2017/data/cars_train/00326.jpg","truck"
"/gtc-2017/data/cars_train/00327.jpg","truck"
"/gtc-2017/data/cars_train/00329.jpg","car"
"/gtc-2017/data/cars_train/00330.jpg","truck"
"/gtc-2017/data/cars_train/00331.jpg","truck"
"/gtc-2017/data/cars_train/00332.jpg","car"
"/gtc-2017/data/cars_train/00333.jpg","car"
"/gtc-2017/data/cars_train/00335.jpg","truck"
"/gtc-2017/data/cars_train/00336.jpg","truck"
"/gtc-2017/data/cars_train/00337.jpg","car"
"/gtc-2017/data/cars_train/00338.jpg","car"
"/gtc-2017/data/cars_train/00340.jpg","car"
"/gtc-2017/data/cars_train/00341.jpg","car"
"/gtc-2017/data/cars_train/00342.jpg","truck"
"/gtc-2017/data/cars_train/00343.jpg","truck"
"/gtc-2017/data/cars_train/00344.jpg","car"
"/gtc-2017/data/cars_train/00346.jpg","car"
"/gtc-2017/data/cars_train/00348.jpg","car"
"/gtc-2017/data/cars_train/00350.jpg","truck"
"/gtc-2017/data/cars_train/00351.jpg","truck"
"/gtc-2017/data/cars_train/00352.jpg","car"
"/gtc-2017/data/cars_train/00353.jpg","truck"
"/gtc-2017/data/cars_train/00354.jpg","truck"
"/gtc-2017/data/cars_train/00355.jpg","truck"
"/gtc-2017/data/cars_train/00356.jpg","car"
"/gtc-2017/data/cars_train/00357.jpg","truck"
"/gtc-2017/data/cars_train/00358.jpg","truck"
"/gtc-2017/data/cars_train/00359.jpg","truck"
"/gtc-2017/data/cars_train/00360.jpg","car"
"/gtc-2017/data/cars_train/00361.jpg","car"
"/gtc-2017/data/cars_train/00362.jpg","truck"
"/gtc-2017/data/cars_train/00363.jpg","truck"
"/gtc-2017/data/cars_train/00364.jpg","truck"
"/gtc-2017/data/cars_train/00366.jpg","truck"
"/gtc-2017/data/cars_train/00367.jpg","car"
"/gtc-2017/data/cars_train/00368.jpg","truck"
"/gtc-2017/data/cars_train/00369.jpg","truck"
"/gtc-2017/data/cars_train/00370.jpg","car"
"/gtc-2017/data/cars_train/00373.jpg","truck"
"/gtc-2017/data/cars_train/00374.jpg","truck"
"/gtc-2017/data/cars_train/00376.jpg","car"
"/gtc-2017/data/cars_train/00378.jpg","car"
"/gtc-2017/data/cars_train/00379.jpg","car"
"/gtc-2017/data/cars_train/00380.jpg","car"
"/gtc-2017/data/cars_train/00381.jpg","car"
"/gtc-2017/data/cars_train/00382.jpg","truck"
"/gtc-2017/data/cars_train/00384.jpg","truck"
"/gtc-2017/data/cars_train/00386.jpg","car"
"/gtc-2017/data/cars_train/00387.jpg","car"
"/gtc-2017/data/cars_train/00388.jpg","truck"
"/gtc-2017/data/cars_train/00389.jpg","truck"
"/gtc-2017/data/cars_train/00390.jpg","truck"
"/gtc-2017/data/cars_train/00391.jpg","car"
"/gtc-2017/data/cars_train/00393.jpg","car"
"/gtc-2017/data/cars_train/00394.jpg","car"
"/gtc-2017/data/cars_train/00395.jpg","car"
"/gtc-2017/data/cars_train/00396.jpg","truck"
"/gtc-2017/data/cars_train/00398.jpg","car"
"/gtc-2017/data/cars_train/00399.jpg","truck"
"/gtc-2017/data/cars_train/00400.jpg","car"
"/gtc-2017/data/cars_train/00401.jpg","truck"
"/gtc-2017/data/cars_train/00402.jpg","car"
"/gtc-2017/data/cars_train/00404.jpg","truck"
"/gtc-2017/data/cars_train/00405.jpg","truck"
"/gtc-2017/data/cars_train/00406.jpg","car"
"/gtc-2017/data/cars_train/00408.jpg","truck"
"/gtc-2017/data/cars_train/00409.jpg","car"
"/gtc-2017/data/cars_train/00411.jpg","car"
"/gtc-2017/data/cars_train/00412.jpg","car"
"/gtc-2017/data/cars_train/00413.jpg","truck"
"/gtc-2017/data/cars_train/00414.jpg","truck"
"/gtc-2017/data/cars_train/00415.jpg","truck"
"/gtc-2017/data/cars_train/00416.jpg","truck"
"/gtc-2017/data/cars_train/00417.jpg","truck"
"/gtc-2017/data/cars_train/00418.jpg","truck"
"/gtc-2017/data/cars_train/00420.jpg","truck"
"/gtc-2017/data/cars_train/00421.jpg","car"
"/gtc-2017/data/cars_train/00423.jpg","truck"
"/gtc-2017/data/cars_train/00424.jpg","car"
"/gtc-2017/data/cars_train/00425.jpg","car"
"/gtc-2017/data/cars_train/00426.jpg","car"
"/gtc-2017/data/cars_train/00429.jpg","truck"
"/gtc-2017/data/cars_train/00430.jpg","car"
"/gtc-2017/data/cars_train/00431.jpg","truck"
"/gtc-2017/data/cars_train/00432.jpg","car"
"/gtc-2017/data/cars_train/00434.jpg","truck"
"/gtc-2017/data/cars_train/00435.jpg","car"
"/gtc-2017/data/cars_train/00436.jpg","truck"
"/gtc-2017/data/cars_train/00437.jpg","car"
"/gtc-2017/data/cars_train/00438.jpg","car"
"/gtc-2017/data/cars_train/00439.jpg","truck"
"/gtc-2017/data/cars_train/00440.jpg","truck"
"/gtc-2017/data/cars_train/00441.jpg","truck"
"/gtc-2017/data/cars_train/00442.jpg","car"
"/gtc-2017/data/cars_train/00443.jpg","truck"
"/gtc-2017/data/cars_train/00444.jpg","car"
"/gtc-2017/data/cars_train/00445.jpg","truck"
"/gtc-2017/data/cars_train/00446.jpg","truck"
"/gtc-2017/data/cars_train/00447.jpg","truck"
"/gtc-2017/data/cars_train/00448.jpg","truck"
"/gtc-2017/data/cars_train/00449.jpg","truck"
"/gtc-2017/data/cars_train/00450.jpg","truck"
"/gtc-2017/data/cars_train/00451.jpg","truck"
"/gtc-2017/data/cars_train/00452.jpg","car"
"/gtc-2017/data/cars_train/00453.jpg","car"
"/gtc-2017/data/cars_train/00455.jpg","car"
"/gtc-2017/data/cars_train/00457.jpg","car"
"/gtc-2017/data/cars_train/00458.jpg","car"
"/gtc-2017/data/cars_train/00459.jpg","truck"
"/gtc-2017/data/cars_train/00460.jpg","truck"
"/gtc-2017/data/cars_train/00461.jpg","car"
"/gtc-2017/data/cars_train/00462.jpg","car"
"/gtc-2017/data/cars_train/00463.jpg","truck"
"/gtc-2017/data/cars_train/00464.jpg","car"
"/gtc-2017/data/cars_train/00465.jpg","truck"
"/gtc-2017/data/cars_train/00468.jpg","truck"
"/gtc-2017/data/cars_train/00469.jpg","car"
"/gtc-2017/data/cars_train/00470.jpg","truck"
"/gtc-2017/data/cars_train/00471.jpg","truck"
"/gtc-2017/data/cars_train/00473.jpg","truck"
"/gtc-2017/data/cars_train/00474.jpg","truck"
"/gtc-2017/data/cars_train/00475.jpg","truck"
"/gtc-2017/data/cars_train/00478.jpg","car"
"/gtc-2017/data/cars_train/00479.jpg","truck"
"/gtc-2017/data/cars_train/00480.jpg","car"
"/gtc-2017/data/cars_train/00481.jpg","car"
"/gtc-2017/data/cars_train/00482.jpg","truck"
"/gtc-2017/data/cars_train/00483.jpg","car"
"/gtc-2017/data/cars_train/00485.jpg","truck"
"/gtc-2017/data/cars_train/00486.jpg","truck"
"/gtc-2017/data/cars_train/00487.jpg","car"
"/gtc-2017/data/cars_train/00488.jpg","truck"
"/gtc-2017/data/cars_train/00489.jpg","car"
"/gtc-2017/data/cars_train/00490.jpg","car"
"/gtc-2017/data/cars_train/00491.jpg","truck"
"/gtc-2017/data/cars_train/00493.jpg","truck"
"/gtc-2017/data/cars_train/00495.jpg","truck"
"/gtc-2017/data/cars_train/00496.jpg","car"
"/gtc-2017/data/cars_train/00498.jpg","car"
"/gtc-2017/data/cars_train/00499.jpg","truck"
"/gtc-2017/data/cars_train/00501.jpg","truck"
"/gtc-2017/data/cars_train/00502.jpg","car"
"/gtc-2017/data/cars_train/00503.jpg","car"
"/gtc-2017/data/cars_train/00504.jpg","truck"
"/gtc-2017/data/cars_train/00505.jpg","truck"
"/gtc-2017/data/cars_train/00506.jpg","truck"
"/gtc-2017/data/cars_train/00507.jpg","truck"
"/gtc-2017/data/cars_train/00508.jpg","truck"
"/gtc-2017/data/cars_train/00509.jpg","car"
"/gtc-2017/data/cars_train/00512.jpg","truck"
"/gtc-2017/data/cars_train/00513.jpg","car"
"/gtc-2017/data/cars_train/00514.jpg","truck"
"/gtc-2017/data/cars_train/00516.jpg","truck"
"/gtc-2017/data/cars_train/00517.jpg","car"
"/gtc-2017/data/cars_train/00519.jpg","truck"
"/gtc-2017/data/cars_train/00521.jpg","truck"
"/gtc-2017/data/cars_train/00522.jpg","truck"
"/gtc-2017/data/cars_train/00525.jpg","truck"
"/gtc-2017/data/cars_train/00526.jpg","car"
"/gtc-2017/data/cars_train/00527.jpg","truck"
"/gtc-2017/data/cars_train/00528.jpg","car"
"/gtc-2017/data/cars_train/00529.jpg","truck"
"/gtc-2017/data/cars_train/00530.jpg","truck"
"/gtc-2017/data/cars_train/00531.jpg","car"
"/gtc-2017/data/cars_train/00534.jpg","car"
"/gtc-2017/data/cars_train/00535.jpg","car"
"/gtc-2017/data/cars_train/00536.jpg","car"
"/gtc-2017/data/cars_train/00537.jpg","car"
"/gtc-2017/data/cars_train/00538.jpg","car"
"/gtc-2017/data/cars_train/00539.jpg","car"
"/gtc-2017/data/cars_train/00540.jpg","truck"
"/gtc-2017/data/cars_train/00541.jpg","car"
"/gtc-2017/data/cars_train/00542.jpg","truck"
"/gtc-2017/data/cars_train/00543.jpg","truck"
"/gtc-2017/data/cars_train/00544.jpg","car"
"/gtc-2017/data/cars_train/00546.jpg","truck"
"/gtc-2017/data/cars_train/00547.jpg","truck"
"/gtc-2017/data/cars_train/00549.jpg","car"
"/gtc-2017/data/cars_train/00551.jpg","truck"
"/gtc-2017/data/cars_train/00553.jpg","truck"
"/gtc-2017/data/cars_train/00555.jpg","truck"
"/gtc-2017/data/cars_train/00556.jpg","truck"
"/gtc-2017/data/cars_train/00557.jpg","truck"
"/gtc-2017/data/cars_train/00558.jpg","truck"
"/gtc-2017/data/cars_train/00559.jpg","car"
"/gtc-2017/data/cars_train/00560.jpg","car"
"/gtc-2017/data/cars_train/00562.jpg","car"
"/gtc-2017/data/cars_train/00563.jpg","car"
"/gtc-2017/data/cars_train/00565.jpg","truck"
"/gtc-2017/data/cars_train/00566.jpg","truck"
"/gtc-2017/data/cars_train/00567.jpg","car"
"/gtc-2017/data/cars_train/00568.jpg","truck"
"/gtc-2017/data/cars_train/00570.jpg","truck"
"/gtc-2017/data/cars_train/00572.jpg","truck"
"/gtc-2017/data/cars_train/00574.jpg","car"
"/gtc-2017/data/cars_train/00575.jpg","car"
"/gtc-2017/data/cars_train/00576.jpg","truck"
"/gtc-2017/data/cars_train/00577.jpg","truck"
"/gtc-2017/data/cars_train/00578.jpg","truck"
"/gtc-2017/data/cars_train/00579.jpg","car"
"/gtc-2017/data/cars_train/00580.jpg","truck"
"/gtc-2017/data/cars_train/00583.jpg","car"
"/gtc-2017/data/cars_train/00585.jpg","truck"
"/gtc-2017/data/cars_train/00586.jpg","car"
"/gtc-2017/data/cars_train/00588.jpg","truck"
"/gtc-2017/data/cars_train/00589.jpg","car"
"/gtc-2017/data/cars_train/00590.jpg","car"
"/gtc-2017/data/cars_train/00592.jpg","car"
"/gtc-2017/data/cars_train/00593.jpg","truck"
"/gtc-2017/data/cars_train/00594.jpg","truck"
"/gtc-2017/data/cars_train/00595.jpg","truck"
"/gtc-2017/data/cars_train/00596.jpg","car"
"/gtc-2017/data/cars_train/00597.jpg","truck"
"/gtc-2017/data/cars_train/00598.jpg","car"
"/gtc-2017/data/cars_train/00599.jpg","truck"
"/gtc-2017/data/cars_train/00600.jpg","car"
"/gtc-2017/data/cars_train/00602.jpg","car"
"/gtc-2017/data/cars_train/00603.jpg","car"
"/gtc-2017/data/cars_train/00605.jpg","car"
"/gtc-2017/data/cars_train/00606.jpg","truck"
"/gtc-2017/data/cars_train/00607.jpg","car"
"/gtc-2017/data/cars_train/00609.jpg","truck"
"/gtc-2017/data/cars_train/00610.jpg","car"
"/gtc-2017/data/cars_train/00611.jpg","car"
"/gtc-2017/data/cars_train/00612.jpg","car"
"/gtc-2017/data/cars_train/00613.jpg","car"
"/gtc-2017/data/cars_train/00615.jpg","truck"
"/gtc-2017/data/cars_train/00616.jpg","truck"
"/gtc-2017/data/cars_train/00618.jpg","car"
"/gtc-2017/data/cars_train/00620.jpg","car"
"/gtc-2017/data/cars_train/00621.jpg","truck"
"/gtc-2017/data/cars_train/00622.jpg","car"
"/gtc-2017/data/cars_train/00627.jpg","car"
"/gtc-2017/data/cars_train/00628.jpg","car"
"/gtc-2017/data/cars_train/00629.jpg","truck"
"/gtc-2017/data/cars_train/00630.jpg","car"
"/gtc-2017/data/cars_train/00633.jpg","car"
"/gtc-2017/data/cars_train/00634.jpg","truck"
"/gtc-2017/data/cars_train/00635.jpg","truck"
"/gtc-2017/data/cars_train/00636.jpg","car"
"/gtc-2017/data/cars_train/00637.jpg","car"
"/gtc-2017/data/cars_train/00638.jpg","truck"
"/gtc-2017/data/cars_train/00641.jpg","car"
"/gtc-2017/data/cars_train/00642.jpg","car"
"/gtc-2017/data/cars_train/00643.jpg","truck"
"/gtc-2017/data/cars_train/00646.jpg","truck"
"/gtc-2017/data/cars_train/00647.jpg","car"
"/gtc-2017/data/cars_train/00648.jpg","car"
"/gtc-2017/data/cars_train/00649.jpg","car"
"/gtc-2017/data/cars_train/00650.jpg","car"
"/gtc-2017/data/cars_train/00651.jpg","truck"
"/gtc-2017/data/cars_train/00652.jpg","car"
"/gtc-2017/data/cars_train/00653.jpg","truck"
"/gtc-2017/data/cars_train/00654.jpg","car"
"/gtc-2017/data/cars_train/00657.jpg","truck"
"/gtc-2017/data/cars_train/00658.jpg","car"
"/gtc-2017/data/cars_train/00659.jpg","truck"
"/gtc-2017/data/cars_train/00660.jpg","car"
"/gtc-2017/data/cars_train/00661.jpg","truck"
"/gtc-2017/data/cars_train/00662.jpg","car"
"/gtc-2017/data/cars_train/00663.jpg","car"
"/gtc-2017/data/cars_train/00664.jpg","truck"
"/gtc-2017/data/cars_train/00665.jpg","truck"
"/gtc-2017/data/cars_train/00666.jpg","truck"
"/gtc-2017/data/cars_train/00667.jpg","truck"
"/gtc-2017/data/cars_train/00668.jpg","car"
"/gtc-2017/data/cars_train/00670.jpg","truck"
"/gtc-2017/data/cars_train/00671.jpg","car"
"/gtc-2017/data/cars_train/00672.jpg","car"
"/gtc-2017/data/cars_train/00673.jpg","car"
"/gtc-2017/data/cars_train/00674.jpg","truck"
"/gtc-2017/data/cars_train/00675.jpg","car"
"/gtc-2017/data/cars_train/00677.jpg","truck"
"/gtc-2017/data/cars_train/00678.jpg","car"
"/gtc-2017/data/cars_train/00681.jpg","truck"
"/gtc-2017/data/cars_train/00682.jpg","car"
"/gtc-2017/data/cars_train/00686.jpg","truck"
