ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
9955794,HY144755,02/08/2015 10:33:39 PM,014XX W FULLERTON AVE,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,PARKING LOT/GARAGE(NON.RESID.),true,false,1811,018,32,7,14,1166359,1916006,2015,02/15/2015 12:43:39 PM,41.925097525,-87.664139582,"(41.925097525, -87.664139582)"
9955807,HY144759,02/08/2015 10:31:59 PM,012XX S STATE ST,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,false,false,0131,001,2,33,03,1176485,1895005,2015,02/15/2015 12:43:39 PM,41.867246866,-87.627567128,"(41.867246866, -87.627567128)"
9955858,HY144781,02/08/2015 10:30:26 PM,004XX W BRIAR PL,0560,ASSAULT,SIMPLE,APARTMENT,false,true,1934,019,44,6,08A,1172440,1920982,2015,02/15/2015 12:43:39 PM,41.938619472,-87.641647844,"(41.938619472, -87.641647844)"
9958071,HY146613,02/08/2015 10:30:49 PM,041XX W 52ND PL,0810,THEFT,OVER $500,OTHER,false,false,0815,008,23,62,06,1149768,1869363,2015,02/15/2015 12:43:39 PM,41.797442646,-87.726314625,"(41.797442646, -87.726314625)"
9955884,HY144746,02/08/2015 10:24:46 PM,081XX S HALSTED ST,0560,ASSAULT,SIMPLE,GAS STATION,false,false,0613,006,21,71,08A,1172356,1850556,2015,02/15/2015 12:43:39 PM,41.745366436,-87.644033856,"(41.745366436, -87.644033856)"
9955762,HY144730,02/08/2015 10:20:45 PM,052XX W LAKE ST,2027,NARCOTICS,POSS: CRACK,SIDEWALK,true,false,1523,015,28,25,18,1141250,1902000,2015,02/15/2015 12:43:39 PM,41.887164115,-87.756748379,"(41.887164115, -87.756748379)"
9955770,HY144739,02/08/2015 10:20:40 PM,096XX S MUSKEGON AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0431,004,10,51,08B,1196727,1841448,2015,02/15/2015 12:43:39 PM,41.719802907,-87.555037528,"(41.719802907, -87.555037528)"
9955925,HY144911,02/08/2015 10:15:33 PM,063XX S INGLESIDE AVE,0810,THEFT,OVER $500,STREET,false,false,0314,003,20,42,06,1183859,1862984,2015,02/15/2015 12:43:39 PM,41.779209498,-87.601497818,"(41.779209498, -87.601497818)"
9956100,HY145027,02/08/2015 10:15:52 PM,048XX W FLETCHER ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,2521,025,31,19,08B,1143274,1920459,2015,02/15/2015 12:43:39 PM,41.937780033,-87.748853639,"(41.937780033, -87.748853639)"
9955769,HY144751,02/08/2015 10:13:45 PM,047XX S JUSTINE ST,3731,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING IDENTIFICATION,SIDEWALK,true,false,0933,009,20,61,24,1166756,1873519,2015,02/15/2015 12:43:39 PM,41.808501109,-87.663898247,"(41.808501109, -87.663898247)"
9955764,HY144731,02/08/2015 10:11:20 PM,006XX N CICERO AVE,0460,BATTERY,SIMPLE,CONVENIENCE STORE,false,false,1532,015,28,25,08B,1144212,1903588,2015,02/15/2015 12:43:39 PM,41.891466644,-87.745831007,"(41.891466644, -87.745831007)"
9956053,HY144724,02/08/2015 10:10:23 PM,088XX S JUSTINE ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,2221,,21,71,08B,,,2015,02/15/2015 12:43:39 PM,,,
9955803,HY144773,02/08/2015 10:10:43 PM,041XX W MADISON ST,3710,INTERFERENCE WITH PUBLIC OFFICER,RESIST/OBSTRUCT/DISARM OFFICER,STREET,true,false,1115,011,28,26,24,1148994,1899735,2015,02/15/2015 12:43:39 PM,41.880802398,-87.728368548,"(41.880802398, -87.728368548)"
9955795,HY144729,02/08/2015 10:10:10 PM,023XX S MILLARD AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,1013,010,22,30,08B,1152443,1888337,2015,02/15/2015 12:43:39 PM,41.849457581,-87.716004962,"(41.849457581, -87.716004962)"
9956953,HY145483,02/08/2015 10:00:57 PM,049XX W VAN BUREN ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1533,015,24,25,06,1143757,1897523,2015,02/15/2015 12:43:39 PM,41.874832089,-87.747654041,"(41.874832089, -87.747654041)"
9960424,HY147957,02/08/2015 10:00:33 PM,017XX W ESTES AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,2423,024,49,1,07,1163371,1947479,2015,02/15/2015 12:43:39 PM,42.011524216,-87.67422918,"(42.011524216, -87.67422918)"
9957722,HY146404,02/08/2015 10:00:46 PM,023XX W LAWRENCE AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,2031,020,47,4,06,1159884,1931863,2015,02/15/2015 12:43:39 PM,41.96874627,-87.687492665,"(41.96874627, -87.687492665)"
9955933,HY144942,02/08/2015 10:00:32 PM,069XX S PEORIA ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0733,007,17,68,14,1171549,1858604,2015,02/15/2015 12:43:39 PM,41.767468878,-87.646755494,"(41.767468878, -87.646755494)"
9955782,HY144740,02/08/2015 10:00:27 PM,015XX S HARDING AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,true,true,1014,010,24,29,08B,1150264,1892004,2015,02/15/2015 12:43:39 PM,41.859562985,-87.723906711,"(41.859562985, -87.723906711)"
9958558,HY146933,02/08/2015 10:00:58 PM,015XX W MORSE AVE,0820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),false,false,2431,024,49,1,06,1164922,1946117,2015,02/15/2015 12:43:39 PM,42.007753953,-87.668561314,"(42.007753953, -87.668561314)"
9956464,HY145167,02/08/2015 10:00:18 PM,034XX W FOSTER AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1712,017,39,13,07,1152554,1934377,2015,02/15/2015 12:43:39 PM,41.975793299,-87.714378174,"(41.975793299, -87.714378174)"
9955838,HY144791,02/08/2015 10:00:31 PM,069XX N SHERIDAN RD,0281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,APARTMENT,false,false,2431,024,49,1,02,1166766,1946140,2015,02/15/2015 12:43:39 PM,42.007777573,-87.661776209,"(42.007777573, -87.661776209)"
9955797,HY144735,02/08/2015 09:50:57 PM,044XX W MONROE ST,2017,NARCOTICS,MANU/DELIVER:CRACK,RESIDENTIAL YARD (FRONT/BACK),true,false,1113,011,28,26,18,1146636,1899250,2015,02/15/2015 12:43:39 PM,41.879516787,-87.737039397,"(41.879516787, -87.737039397)"
9955774,HY144747,02/08/2015 09:50:30 PM,018XX N FAIRFIELD AVE,4625,OTHER OFFENSE,PAROLE VIOLATION,STREET,true,false,1421,014,1,22,26,1157777,1912447,2015,02/15/2015 12:43:39 PM,41.915510813,-87.695771047,"(41.915510813, -87.695771047)"
9956241,HY145024,02/08/2015 09:45:28 PM,045XX S FRANCISCO AVE,0810,THEFT,OVER $500,STREET,false,false,0922,009,14,58,06,1157757,1874393,2015,02/15/2015 12:43:39 PM,41.811087089,-87.696880976,"(41.811087089, -87.696880976)"
9955780,HY144733,02/08/2015 09:43:40 PM,030XX E 79TH ST,0460,BATTERY,SIMPLE,APARTMENT,false,false,0421,004,7,46,08B,1198135,1853218,2015,02/15/2015 12:43:39 PM,41.752065657,-87.549487907,"(41.752065657, -87.549487907)"
9955809,HY144721,02/08/2015 09:40:41 PM,037XX N CENTRAL PARK AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,1732,017,35,16,08B,1151683,1924701,2015,02/15/2015 12:43:39 PM,41.949258926,-87.71783678,"(41.949258926, -87.71783678)"
9957104,HY145646,02/08/2015 09:40:34 PM,069XX S ARTESIAN AVE,0460,BATTERY,SIMPLE,SIDEWALK,false,false,0832,008,17,66,08B,1161287,1858292,2015,02/15/2015 12:43:39 PM,41.766831334,-87.684378918,"(41.766831334, -87.684378918)"
9955760,HY144713,02/08/2015 09:33:12 PM,031XX N CICERO AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,PARKING LOT/GARAGE(NON.RESID.),true,false,2521,025,31,19,18,1143851,1920792,2015,02/15/2015 12:43:39 PM,41.938683002,-87.746724655,"(41.938683002, -87.746724655)"
9955852,HY144765,02/08/2015 09:30:22 PM,035XX W BELDEN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,1413,014,26,22,14,1152679,1915107,2015,02/15/2015 12:43:39 PM,41.922912551,-87.714430208,"(41.922912551, -87.714430208)"
9956545,HY145108,02/08/2015 09:30:53 PM,028XX S PRAIRIE AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,0133,001,4,35,06,1178546,1886262,2015,02/15/2015 12:43:39 PM,41.843208762,-87.620267541,"(41.843208762, -87.620267541)"
9955768,HY144725,02/08/2015 09:30:42 PM,044XX W MONROE ST,2024,NARCOTICS,POSS: HEROIN(WHITE),STREET,true,false,1113,011,28,26,18,1146655,1899250,2015,02/15/2015 12:43:39 PM,41.879516424,-87.736969631,"(41.879516424, -87.736969631)"
9959998,HY146987,02/08/2015 09:26:41 PM,012XX N LARRABEE ST,0820,THEFT,$500 AND UNDER,DEPARTMENT STORE,false,false,1822,018,27,8,06,1172073,1908299,2015,02/15/2015 12:43:39 PM,41.903824846,-87.643371681,"(41.903824846, -87.643371681)"
9955745,HY144702,02/08/2015 09:25:58 PM,007XX N LOCKWOOD AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,1524,015,28,25,18,1140933,1904334,2015,02/15/2015 12:43:39 PM,41.893574736,-87.757855025,"(41.893574736, -87.757855025)"
9955866,HY144701,02/08/2015 09:25:56 PM,011XX S HOMAN AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,1133,011,24,29,06,1153827,1895133,2015,02/15/2015 12:43:39 PM,41.868079164,-87.710744612,"(41.868079164, -87.710744612)"
9955749,HY144709,02/08/2015 09:20:48 PM,062XX S ALBANY AVE,5111,OTHER OFFENSE,GUN OFFENDER: ANNUAL REGISTRATION,STREET,true,false,0823,008,15,66,26,1156745,1863291,2015,02/15/2015 12:43:39 PM,41.780642168,-87.70089253,"(41.780642168, -87.70089253)"
9955772,HY144726,02/08/2015 09:18:29 PM,064XX S DR MARTIN LUTHER KING JR DR,3731,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING IDENTIFICATION,PARKING LOT/GARAGE(NON.RESID.),true,false,0312,003,20,69,24,1179982,1862597,2015,02/15/2015 12:43:39 PM,41.778237196,-87.615722993,"(41.778237196, -87.615722993)"
9955753,HY144696,02/08/2015 09:15:36 PM,017XX W NORTH SHORE AVE,031A,ROBBERY,ARMED: HANDGUN,RESIDENCE PORCH/HALLWAY,false,false,2432,024,49,1,03,1163685,1944518,2015,02/15/2015 12:43:39 PM,42.003392527,-87.673157854,"(42.003392527, -87.673157854)"
9957198,HY144697,02/08/2015 09:15:43 PM,014XX S CANAL ST,0460,BATTERY,SIMPLE,OTHER,false,false,0124,,2,28,08B,,,2015,02/15/2015 12:43:39 PM,,,
9955744,HY144685,02/08/2015 09:09:14 PM,061XX S MASSASOIT AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,true,false,0812,008,13,64,08B,1139075,1863467,2015,02/15/2015 12:43:39 PM,41.781463509,-87.765670844,"(41.781463509, -87.765670844)"
9955789,HY144698,02/08/2015 09:07:54 PM,039XX S TALMAN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,true,true,0921,009,12,58,08B,1159337,1878283,2015,02/15/2015 12:43:39 PM,41.821729473,-87.690978964,"(41.821729473, -87.690978964)"
9955734,HY144677,02/08/2015 09:05:59 PM,053XX N NAGLE AVE,0810,THEFT,OVER $500,RESIDENTIAL YARD (FRONT/BACK),false,false,1613,016,41,10,06,1132539,1935426,2015,02/15/2015 12:43:39 PM,41.979045096,-87.787957382,"(41.979045096, -87.787957382)"
9957032,HY145771,02/08/2015 09:00:10 PM,069XX S PAULINA ST,1320,CRIMINAL DAMAGE,TO VEHICLE,OTHER,false,false,0735,007,17,67,14,1166177,1858385,2015,02/15/2015 12:43:39 PM,41.766983897,-87.666452436,"(41.766983897, -87.666452436)"
9956439,HY145177,02/08/2015 09:00:58 PM,041XX N MOZART ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1724,017,33,16,06,1156671,1927636,2015,02/15/2015 12:43:39 PM,41.957212991,-87.699421777,"(41.957212991, -87.699421777)"
9955921,HY144944,02/08/2015 09:00:37 PM,049XX W RACE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1532,015,37,25,14,1143311,1903170,2015,02/15/2015 12:43:39 PM,41.890336484,-87.74915045,"(41.890336484, -87.74915045)"
9955898,HY144859,02/08/2015 09:00:13 PM,009XX W GORDON TER,0460,BATTERY,SIMPLE,APARTMENT,false,false,1915,019,46,3,08B,1169007,1927823,2015,02/15/2015 12:43:39 PM,41.957466765,-87.654065589,"(41.957466765, -87.654065589)"
9960651,HY149031,02/08/2015 09:00:11 PM,004XX W 107TH ST,0820,THEFT,$500 AND UNDER,DRIVEWAY - RESIDENTIAL,false,false,2233,022,34,49,06,1175152,1833911,2015,02/15/2015 12:43:39 PM,41.699628364,-87.63428412,"(41.699628364, -87.63428412)"
9956608,HY145385,02/08/2015 09:00:34 PM,034XX N MONTICELLO AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1732,017,35,21,07,1151493,1922448,2015,02/15/2015 12:43:39 PM,41.943080265,-87.718594593,"(41.943080265, -87.718594593)"
9959512,HY147815,02/08/2015 09:00:46 PM,013XX W ANCONA ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1215,012,27,24,14,1167116,1904601,2015,02/15/2015 12:43:39 PM,41.893785244,-87.661686178,"(41.893785244, -87.661686178)"
9956583,HY145320,02/08/2015 09:00:16 PM,013XX W FARWELL AVE,0810,THEFT,OVER $500,STREET,false,false,2431,024,49,1,06,1166175,1945712,2015,02/15/2015 12:43:39 PM,42.006615835,-87.663962928,"(42.006615835, -87.663962928)"
9957082,HY145672,02/08/2015 09:00:50 PM,033XX S LOWE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0915,009,11,60,14,1172550,1882795,2015,02/15/2015 12:43:39 PM,41.833829517,-87.642373626,"(41.833829517, -87.642373626)"
9956585,HY145200,02/08/2015 09:00:10 PM,089XX S STONY ISLAND AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0413,004,8,48,07,1188322,1845757,2015,02/15/2015 12:43:39 PM,41.731831645,-87.585685094,"(41.731831645, -87.585685094)"
9955765,HY144708,02/08/2015 09:00:10 PM,017XX N MAYFIELD AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,2531,025,29,25,08B,1136775,1911129,2015,02/15/2015 12:43:39 PM,41.912296567,-87.772963139,"(41.912296567, -87.772963139)"
9958592,HY147041,02/08/2015 09:00:35 PM,042XX N WHIPPLE ST,0810,THEFT,OVER $500,STREET,false,false,1724,017,33,16,06,1155248,1928080,2015,02/15/2015 12:43:39 PM,41.958460121,-87.704641203,"(41.958460121, -87.704641203)"
9956113,HY144962,02/08/2015 09:00:44 PM,0000X E 91ST ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0634,006,6,44,07,1178536,1844712,2015,02/15/2015 12:43:39 PM,41.729191706,-87.621566491,"(41.729191706, -87.621566491)"
9957128,HY145927,02/08/2015 09:00:15 PM,024XX N ALBANY AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1414,014,26,22,07,1154828,1916284,2015,02/15/2015 12:43:39 PM,41.926099501,-87.70650241,"(41.926099501, -87.70650241)"
9955783,HY144703,02/08/2015 08:58:29 PM,045XX N MAGNOLIA AVE,2017,NARCOTICS,MANU/DELIVER:CRACK,SIDEWALK,true,false,1913,019,46,3,18,1167135,1930614,2015,02/15/2015 12:43:39 PM,41.965165886,-87.6608671,"(41.965165886, -87.6608671)"
9958091,HY146296,02/08/2015 08:55:52 PM,009XX W HURON ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,false,false,1214,012,27,24,11,1169944,1905038,2015,02/15/2015 12:43:39 PM,41.894923183,-87.651287185,"(41.894923183, -87.651287185)"
9957037,HY144691,02/08/2015 08:52:52 PM,041XX S WABASH AVE,0340,ROBBERY,ATTEMPT: STRONGARM-NO WEAPON,SIDEWALK,false,false,0213,,3,38,03,,,2015,02/15/2015 12:43:39 PM,,,
9955804,HY144742,02/08/2015 08:43:58 PM,078XX S TRUMBULL AVE,1822,NARCOTICS,MANU/DEL:CANNABIS OVER 10 GMS,RESIDENCE,true,false,0835,008,18,70,18,1154707,1852268,2015,02/15/2015 12:43:39 PM,41.750434213,-87.708657775,"(41.750434213, -87.708657775)"
9955717,HY144675,02/08/2015 08:42:46 PM,051XX W CHICAGO AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,ALLEY,true,false,1531,015,37,25,18,1141953,1904884,2015,02/15/2015 12:43:39 PM,41.895065166,-87.754095232,"(41.895065166, -87.754095232)"
9955740,HY144689,02/08/2015 08:35:53 PM,012XX N LOCKWOOD AVE,3760,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING SERVICE,SIDEWALK,true,false,2532,025,37,25,24,1140759,1907736,2015,02/15/2015 12:43:39 PM,41.902913428,-87.758410347,"(41.902913428, -87.758410347)"
9955748,HY144679,02/08/2015 08:35:28 PM,109XX S STATE LINE RD,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0432,004,10,52,07,1205069,1833035,2015,02/15/2015 12:43:39 PM,41.696506002,-87.524773286,"(41.696506002, -87.524773286)"
9957327,HY146206,02/08/2015 08:35:20 PM,106XX S HALSTED ST,031A,ROBBERY,ARMED: HANDGUN,GAS STATION,false,false,2233,022,34,49,03,1172916,1834001,2015,02/15/2015 12:43:39 PM,41.699924849,-87.642468734,"(41.699924849, -87.642468734)"
9955732,HY144680,02/08/2015 08:33:58 PM,090XX S RACINE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,2222,022,21,73,18,1169874,1844746,2015,02/15/2015 12:43:39 PM,41.72947718,-87.653296544,"(41.72947718, -87.653296544)"
9962481,HY144642,02/08/2015 08:30:11 PM,0000X W TERMINAL ST,5007,OTHER OFFENSE,OTHER WEAPONS VIOLATION,AIRPORT TERMINAL UPPER LEVEL - SECURE AREA,false,false,1653,,41,76,26,,,2015,02/15/2015 12:43:39 PM,,,
9955722,HY144682,02/08/2015 08:30:57 PM,048XX S PRAIRIE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,0224,002,3,38,08B,1178901,1872899,2015,02/15/2015 12:43:39 PM,41.806531543,-87.619372304,"(41.806531543, -87.619372304)"
9955714,HY144647,02/08/2015 08:30:47 PM,052XX N BROADWAY,1330,CRIMINAL TRESPASS,TO LAND,GROCERY FOOD STORE,true,false,2023,020,48,77,26,1167414,1934749,2015,02/15/2015 12:43:39 PM,41.976506446,-87.659721749,"(41.976506446, -87.659721749)"
9955712,HY144652,02/08/2015 08:30:42 PM,051XX W JACKSON BLVD,2024,NARCOTICS,POSS: HEROIN(WHITE),STREET,true,false,1533,015,28,25,18,1141946,1898220,2015,02/15/2015 12:43:39 PM,41.876778463,-87.754286094,"(41.876778463, -87.754286094)"
9955724,HY144690,02/08/2015 08:25:46 PM,035XX N ELSTON AVE,0820,THEFT,$500 AND UNDER,DEPARTMENT STORE,false,false,1733,017,35,21,06,1154299,1923559,2015,02/15/2015 12:43:39 PM,41.946073244,-87.708251327,"(41.946073244, -87.708251327)"
9955791,HY144695,02/08/2015 08:25:27 PM,085XX S LAKE SHORE DR,2028,NARCOTICS,POSS: SYNTHETIC DRUGS,STREET,true,false,0424,004,10,46,18,1200617,1849198,2015,02/15/2015 12:43:39 PM,41.740972099,-87.540528441,"(41.740972099, -87.540528441)"
9955771,HY144653,02/08/2015 08:25:43 PM,040XX W FOSTER AVE,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,true,false,1712,017,39,13,06,1148367,1934286,2015,02/15/2015 12:43:39 PM,41.975625571,-87.729777816,"(41.975625571, -87.729777816)"
9955693,HY144645,02/08/2015 08:23:38 PM,001XX S SPRINGFIELD AVE,2170,NARCOTICS,POSSESSION OF DRUG EQUIPMENT,STREET,true,false,1122,011,28,26,18,1150450,1899238,2015,02/15/2015 12:43:39 PM,41.879410287,-87.723035165,"(41.879410287, -87.723035165)"
9955729,HY144662,02/08/2015 08:21:33 PM,082XX S MARQUETTE AVE,0520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,APARTMENT,true,false,0423,004,7,46,04A,1195643,1850764,2015,02/15/2015 12:43:39 PM,41.745393629,-87.558700736,"(41.745393629, -87.558700736)"
9955746,HY144654,02/08/2015 08:20:10 PM,079XX S COLFAX AVE,0460,BATTERY,SIMPLE,SIDEWALK,false,false,0422,004,7,46,08B,1194851,1853023,2015,02/15/2015 12:43:39 PM,41.751612033,-87.561528455,"(41.751612033, -87.561528455)"
