"sku","national_inv","lead_time","in_transit_qty","forecast_3_month","forecast_6_month","forecast_9_month","sales_1_month","sales_3_month","sales_6_month","sales_9_month","min_bank","potential_issue","pieces_past_due","perf_6_month_avg","perf_12_month_avg","local_bo_qty","deck_risk","oe_constraint","ppap_risk","stop_auto_buy","rev_stop","went_on_backorder"
1122879,6,8,0,24,48,72,9,34,59,73,6,"No",0,0.97,0.94,0,"No","No","No","Yes","No","Yes"
1124305,11,2,0,6,12,18,4,19,25,30,0,"No",0,0.31,0.34,0,"Yes","No","No","Yes","No","Yes"
1124321,0,12,0,163,197,231,0,52,112,162,0,"No",0,0.73,0.69,0,"No","No","No","Yes","No","Yes"
1124935,4,8,1,20,30,42,9,19,40,60,10,"No",2,0.24,0.47,0,"No","No","No","Yes","No","Yes"
1125134,11,2,0,0,0,0,1,2,3,3,0,"No",0,0.99,0.98,0,"No","No","No","Yes","No","Yes"
1125285,2,2,0,0,0,0,1,3,6,6,0,"No",0,0.98,0.95,0,"Yes","No","No","Yes","No","Yes"
1125368,0,9,0,12,12,12,0,0,2,6,1,"No",0,0.99,0.98,0,"No","No","No","Yes","No","Yes"
1125559,1,8,0,4,5,6,2,4,6,9,0,"No",0,0.15,0.34,0,"No","No","No","Yes","No","Yes"
1126177,9,8,0,6,12,18,2,6,12,16,0,"No",0,0.95,0.9,0,"No","No","No","Yes","No","Yes"
1126808,1,12,0,29,60,80,5,36,53,97,10,"No",0,0.83,0.75,0,"No","No","No","Yes","No","Yes"
1127720,150,8,0,325,625,1225,196,438,949,1243,0,"No",0,0.99,0.93,0,"No","No","No","Yes","No","Yes"
1127765,0,4,0,12,18,18,0,0,0,0,0,"No",0,0.82,0.78,0,"Yes","No","Yes","Yes","No","Yes"
1128797,0,8,0,3,7,16,5,15,25,31,1,"No",0,0.98,0.98,0,"No","No","No","Yes","No","Yes"
1130086,44,0,1,177,292,410,65,152,250,309,62,"No",0,0.0,0.0,0,"No","No","No","No","No","Yes"
1130488,3,3,0,16,24,32,6,13,24,34,0,"No",0,0.89,0.9,0,"No","No","No","Yes","No","Yes"
1130838,-62,8,0,120,120,120,1,109,120,133,53,"No",0,0.74,0.79,0,"No","No","No","Yes","No","Yes"
1131347,0,8,0,2,4,5,3,4,6,9,2,"No",0,0.99,0.99,0,"No","No","No","Yes","No","Yes"
1132099,11,2,10,27,50,64,20,71,91,92,14,"No",0,0.75,0.74,0,"No","No","Yes","Yes","No","Yes"
1133176,0,4,0,100,100,100,10,22,22,34,0,"No",0,0.77,0.8,0,"No","No","No","Yes","No","Yes"
1133282,-3,8,255,2209,3933,5549,305,1286,2329,4119,276,"No",0,0.84,0.91,15,"No","No","No","Yes","No","Yes"
1133622,1,8,0,1,2,3,1,3,4,4,0,"No",0,0.7,0.74,0,"No","No","No","Yes","No","Yes"
1133746,64,8,0,210,385,545,145,319,398,534,94,"No",0,0.89,0.93,11,"No","No","Yes","Yes","No","Yes"
1134255,3,8,0,4,8,14,1,6,8,12,3,"No",0,0.82,0.87,0,"No","No","No","Yes","No","Yes"
1134975,1,2,4,4,8,16,1,4,15,21,0,"No",0,0.75,0.89,0,"No","No","No","Yes","No","Yes"
1135137,22,15,0,106,196,262,19,62,100,143,43,"No",0,0.93,0.91,0,"No","No","No","Yes","No","Yes"
1135875,17,12,16,168,264,328,40,116,208,333,36,"No",4,0.62,0.73,0,"No","No","No","Yes","No","Yes"
1135985,0,2,0,118,205,286,0,0,0,1,17,"No",0,0.99,0.95,0,"No","No","No","Yes","No","Yes"
1136096,1,8,0,24,37,50,5,12,20,27,0,"No",0,1.0,0.97,0,"No","No","No","Yes","No","Yes"
1136657,1,8,0,0,0,0,1,1,1,1,1,"No",0,0.89,0.9,0,"No","No","No","Yes","No","Yes"
1136702,0,8,0,28,52,63,0,0,0,0,0,"No",0,0.95,0.97,0,"Yes","No","No","Yes","No","Yes"
1137457,12,8,0,0,0,0,4,8,20,34,1,"No",0,0.74,0.76,0,"No","No","No","Yes","No","Yes"
1137707,3,9,0,8,13,15,5,9,10,13,5,"No",0,0.69,0.68,0,"No","No","No","Yes","No","Yes"
1138666,1,8,0,10,20,30,2,12,20,21,0,"No",0,0.15,0.34,0,"No","No","No","Yes","No","Yes"
1138898,69,8,0,29,29,29,8,25,53,90,21,"No",0,1.0,0.99,0,"No","No","No","No","No","Yes"
1139153,-36,12,1,355,431,540,39,128,211,359,45,"No",11,0.88,0.85,40,"No","No","No","Yes","No","Yes"
1139581,9,2,0,80,140,200,18,53,118,157,0,"No",0,0.98,0.97,0,"No","No","No","Yes","No","Yes"
1140247,-1,8,0,9,13,17,10,11,16,21,0,"No",0,0.9,0.88,1,"No","No","No","Yes","No","Yes"
1142090,56,8,21,864,1452,2160,328,868,1363,1755,231,"No",0,0.32,0.15,16,"No","No","No","Yes","No","Yes"
1142313,2,8,0,18,30,38,7,22,35,54,26,"No",0,0.95,0.95,0,"No","No","No","Yes","No","Yes"
1142651,10,2,1,3,3,3,8,30,30,30,0,"No",2,0.69,0.68,0,"No","No","No","Yes","No","Yes"
1143207,9,8,0,20,20,40,5,11,16,25,0,"No",0,1.0,0.92,0,"No","No","No","Yes","No","Yes"
1144264,0,2,0,0,14,20,1,2,2,2,0,"No",0,0.84,0.74,0,"Yes","No","Yes","Yes","No","Yes"
1145293,0,8,0,27,38,49,1,13,16,27,0,"No",0,1.0,0.99,0,"No","No","Yes","Yes","No","Yes"
1146010,0,3,0,118,118,118,0,3,4,11,14,"No",0,0.03,0.1,0,"No","No","No","Yes","No","Yes"
1146636,-1,2,0,110,110,110,76,130,130,130,0,"No",0,0.11,0.07,1,"Yes","No","No","Yes","No","Yes"
1147280,7,8,0,16,36,56,3,15,36,57,7,"No",0,0.98,0.99,0,"No","No","No","Yes","No","Yes"
1147822,3,2,0,0,0,0,0,1,1,1,0,"No",0,0.78,0.82,0,"Yes","No","No","Yes","No","Yes"
1147953,0,2,0,4,6,9,3,6,8,12,0,"No",0,0.98,0.95,0,"No","No","No","Yes","No","Yes"
1148513,2,2,4,6,11,16,6,13,15,15,1,"No",0,0.63,0.64,0,"Yes","No","No","Yes","No","Yes"
1148802,5,2,0,1,1,1,3,4,4,4,0,"No",0,1.0,0.95,0,"Yes","No","No","Yes","No","Yes"
1150417,12,2,0,400,800,1000,97,246,367,682,0,"No",0,0.85,0.87,0,"No","No","No","Yes","No","Yes"
1150877,4,2,0,30,50,80,5,14,28,30,0,"No",0,0.78,0.82,0,"No","No","No","Yes","No","Yes"
1151429,4,2,0,0,0,2,0,1,3,4,1,"No",0,0.97,0.98,0,"No","No","No","Yes","No","Yes"
1151646,0,2,0,4,6,6,0,2,5,7,0,"No",0,0.46,0.35,0,"No","No","No","Yes","No","Yes"
1152415,0,8,0,10,10,10,2,4,5,10,1,"No",0,0.84,0.8,0,"No","No","No","Yes","No","Yes"
1152635,2,2,6,6,6,6,2,4,4,4,0,"No",1,0.93,0.93,0,"Yes","No","No","Yes","No","Yes"
1152704,2,2,0,300,300,300,9,13,20,28,0,"No",0,0.64,0.63,0,"No","No","No","Yes","No","Yes"
1152984,7,8,0,350,350,350,6,16,49,73,0,"No",0,0.67,0.8,0,"No","No","No","Yes","No","Yes"
1153344,1,2,0,6,18,24,2,6,13,16,0,"No",0,1.0,0.99,0,"No","No","No","Yes","No","Yes"
1153446,5,2,0,5,10,15,5,15,24,32,0,"No",0,1.0,0.99,0,"No","No","No","Yes","No","Yes"
1153570,0,2,0,2,2,2,0,0,0,0,1,"No",0,0.1,0.13,0,"No","No","Yes","Yes","No","Yes"
1153725,7,2,0,26,26,26,5,19,23,23,0,"No",10,0.26,0.32,0,"Yes","No","No","Yes","No","Yes"
1154465,10,2,0,12,12,12,2,2,2,2,2,"No",0,0.95,0.95,0,"Yes","No","No","Yes","No","Yes"
1154468,0,2,0,10,14,18,1,1,1,1,0,"No",0,0.31,0.34,0,"Yes","No","No","Yes","No","Yes"
1154682,7,2,0,20,40,60,7,15,28,41,0,"No",0,1.0,1.0,0,"No","No","No","Yes","No","Yes"
1156639,2,8,0,17,32,47,7,21,38,52,3,"No",0,0.74,0.38,0,"No","No","No","Yes","No","Yes"
1157380,0,3,0,30,30,30,0,0,0,0,0,"No",30,0.42,0.46,0,"Yes","No","Yes","Yes","No","Yes"
1157998,1,9,0,1,2,4,2,4,8,11,0,"No",0,0.69,0.68,0,"No","No","No","Yes","No","Yes"
1158424,5,9,0,4,8,12,7,9,13,17,0,"No",0,0.98,0.98,0,"No","No","No","Yes","No","Yes"
1158448,12,0,0,354,518,700,56,153,322,494,71,"No",0,0.0,0.0,1,"No","No","No","No","No","Yes"
1158841,30,8,0,0,0,0,22,52,65,73,2,"No",0,1.0,1.0,0,"No","No","No","Yes","No","Yes"
1159573,1,2,0,0,0,3,0,2,2,4,1,"No",0,0.84,0.9,0,"No","No","No","Yes","No","Yes"
1159820,24,8,0,50,150,250,16,66,89,167,0,"No",0,1.0,0.99,0,"No","No","No","Yes","No","Yes"
1160191,4,2,0,4,4,4,5,6,6,6,0,"No",0,0.75,0.74,0,"Yes","No","Yes","Yes","No","Yes"
1160841,4,2,0,3,6,9,1,4,14,17,0,"No",0,0.98,0.97,0,"No","No","No","Yes","No","Yes"
1161267,10,2,0,180,260,380,59,149,263,273,43,"No",40,0.98,0.99,0,"No","No","No","Yes","No","Yes"
1161956,2,8,0,56,80,120,1,33,57,96,0,"No",0,0.66,0.72,0,"No","No","No","Yes","No","Yes"
1162597,1,8,0,3,5,7,14,44,47,48,2,"No",0,0.91,0.93,0,"No","No","No","Yes","No","Yes"
1162711,0,2,0,29,40,54,0,0,0,0,0,"No",29,0.48,0.53,0,"No","No","No","Yes","No","Yes"
1164037,0,8,0,7,12,15,4,7,23,28,1,"No",0,0.07,0.33,0,"No","No","No","Yes","No","Yes"
1164887,0,2,0,12,18,18,0,0,0,0,1,"No",0,0.94,0.95,0,"No","No","Yes","Yes","No","Yes"
1164982,5,8,0,25,39,53,6,15,31,48,3,"No",0,0.99,0.99,0,"No","No","No","Yes","No","Yes"
1165379,-1,8,0,30,48,75,13,35,67,97,2,"No",0,0.51,0.41,2,"No","No","No","Yes","No","Yes"
1165655,0,9,0,1,1,1,0,0,0,1,1,"No",0,0.69,0.68,0,"No","No","No","Yes","No","Yes"
1165735,10,8,2,56,86,116,16,33,57,78,3,"No",0,0.75,0.74,0,"No","No","No","Yes","No","Yes"
1166599,5,8,0,16,24,32,7,15,34,48,0,"No",0,0.96,0.97,0,"No","No","No","Yes","No","Yes"
1166749,-2,8,48,408,744,996,136,386,636,1036,304,"No",36,0.86,0.88,41,"No","No","No","Yes","No","Yes"
1167228,6,2,0,3,9,12,6,13,29,44,3,"No",0,0.84,0.9,0,"No","No","No","Yes","No","Yes"
1167506,19,2,2,343,483,623,117,183,311,531,102,"No",0,0.06,0.5,4,"No","No","No","Yes","No","Yes"
1167650,25,2,0,90,90,90,6,6,6,6,4,"No",0,0.98,0.99,0,"No","No","No","Yes","No","Yes"
1167754,11,,0,0,0,0,13,34,49,49,16,"No",0,-99.0,-99.0,0,"No","No","Yes","No","No","Yes"
1167914,1,2,1,0,0,0,1,3,5,5,0,"No",0,0.83,0.88,0,"No","No","No","Yes","No","Yes"
1168208,7,,0,0,1,4,2,2,5,7,1,"No",0,-99.0,-99.0,0,"No","No","No","Yes","No","Yes"
1168246,2,8,0,4,8,10,6,9,16,21,0,"No",0,0.88,0.7,0,"No","No","Yes","Yes","No","Yes"
1169388,-2,12,0,52,52,52,4,18,39,66,1,"No",0,0.47,0.39,2,"No","No","No","Yes","No","Yes"
1169529,0,9,0,6,6,8,0,0,2,3,0,"No",0,0.99,0.99,0,"No","No","No","Yes","No","Yes"
1169688,21,2,0,32,96,128,31,68,109,172,9,"No",0,0.77,0.85,0,"No","No","No","Yes","No","Yes"
1169924,11,6,0,19,19,38,2,10,24,38,2,"No",0,0.82,0.79,0,"No","No","No","Yes","No","Yes"
1170199,44,8,44,540,810,1062,193,356,593,1009,179,"No",0,0.25,0.39,6,"No","No","No","Yes","No","Yes"
1170301,4,2,0,0,2,4,5,7,11,18,2,"No",0,1.0,0.97,0,"No","No","No","Yes","No","Yes"
1170654,0,8,0,6,9,12,0,3,4,7,0,"No",0,0.92,0.75,0,"No","No","No","Yes","No","Yes"
1171563,0,2,0,10,10,10,0,0,2,2,1,"No",0,0.79,0.83,0,"Yes","No","No","Yes","No","Yes"
1172204,0,12,0,9,9,9,1,1,4,5,0,"No",0,0.46,0.35,0,"No","No","No","Yes","No","Yes"
1172573,0,2,0,10,10,10,0,4,5,5,0,"No",0,0.56,0.56,0,"Yes","No","Yes","Yes","No","Yes"
1172586,0,2,0,3,3,3,0,0,0,0,0,"No",0,0.0,0.0,0,"Yes","No","Yes","Yes","No","Yes"
1172899,2,2,0,2,3,3,2,2,2,2,0,"No",0,0.96,0.91,0,"No","No","No","Yes","No","Yes"
1173533,13,8,7,131,175,219,93,139,165,185,39,"No",0,0.78,0.73,0,"No","No","Yes","Yes","No","Yes"
1173963,0,8,0,7,14,14,1,5,8,8,0,"No",0,1.0,0.99,0,"No","No","No","Yes","No","Yes"
1174427,9,2,0,7,15,15,7,8,8,8,0,"No",0,1.0,1.0,0,"No","No","No","Yes","No","Yes"
1174816,674,8,0,1400,2800,2800,456,1551,1909,2347,483,"No",0,0.97,0.91,0,"No","No","No","Yes","No","Yes"
1175074,76,8,5,40,60,100,12,39,67,131,13,"No",0,0.48,0.53,0,"No","No","Yes","Yes","No","Yes"
1175169,0,2,0,4,7,8,0,0,0,0,0,"No",0,0.62,0.73,0,"No","No","No","Yes","No","Yes"
1175305,2,2,0,0,0,0,0,4,6,6,0,"No",0,0.99,0.99,0,"No","No","No","Yes","No","Yes"
1175371,3,2,0,0,2,4,2,4,4,4,0,"No",0,0.88,0.92,0,"Yes","No","No","Yes","No","Yes"
1175778,-23,,3,0,0,0,54,171,293,427,64,"No",0,-99.0,-99.0,0,"No","No","Yes","No","No","Yes"
1175903,32,8,0,337,629,775,44,266,588,850,113,"No",0,0.47,0.47,1,"Yes","No","No","Yes","No","Yes"
1176295,0,4,0,160,280,400,22,46,60,78,12,"No",0,0.56,0.72,0,"Yes","No","No","Yes","No","Yes"
1176633,-1,12,0,11,11,11,3,11,13,18,0,"No",0,0.87,0.68,2,"No","No","No","Yes","No","Yes"
1177204,0,2,0,12,16,16,15,33,36,36,0,"No",0,0.61,0.62,0,"No","No","No","Yes","No","Yes"
1177313,0,12,0,5,12,17,3,6,13,19,0,"No",0,0.62,0.73,0,"No","No","No","Yes","No","Yes"
1178888,3,10,0,0,1,2,0,1,1,1,0,"No",0,0.89,0.9,0,"No","No","No","Yes","No","Yes"
1179756,0,8,0,3,4,5,2,3,4,5,0,"No",0,0.84,0.48,0,"No","No","Yes","Yes","No","Yes"
1180891,0,8,0,2,3,4,1,1,3,3,0,"No",0,0.15,0.34,0,"No","No","No","Yes","No","Yes"
1181994,0,2,0,7,12,17,0,1,1,1,0,"No",0,0.78,0.82,0,"No","No","Yes","Yes","No","Yes"
1182282,0,4,0,93,133,162,0,0,0,0,15,"No",0,1.0,0.98,0,"No","No","No","Yes","No","Yes"
1182308,1,8,0,0,24,24,2,2,2,4,1,"No",0,1.0,0.99,0,"No","No","No","Yes","No","Yes"
1182643,2,8,0,4,7,11,0,6,9,12,0,"No",0,0.98,0.88,0,"No","No","No","Yes","No","Yes"
1182776,0,9,0,387,560,646,0,0,0,0,29,"No",0,0.91,0.74,0,"No","No","Yes","Yes","No","Yes"
1184730,0,12,0,205,205,205,0,0,3,4,0,"No",0,0.96,0.86,0,"Yes","No","No","Yes","No","Yes"
1187778,9,11,0,14,27,40,6,18,28,40,3,"No",0,0.88,0.74,0,"No","No","No","Yes","No","Yes"
1188545,1,8,0,20,30,45,6,16,29,34,0,"No",0,1.0,0.99,0,"No","No","No","Yes","No","Yes"
1188780,79,8,0,0,0,0,21,30,52,79,0,"No",0,0.97,0.94,0,"No","No","No","Yes","No","Yes"
1189319,2,8,0,8,8,8,0,1,6,10,0,"No",8,0.0,0.0,0,"No","No","No","Yes","No","Yes"
1189911,65,12,55,384,624,864,130,316,544,778,69,"No",0,0.98,0.96,1,"No","No","No","Yes","No","Yes"
1190201,0,12,0,10,14,16,4,7,11,21,2,"No",2,0.82,0.79,0,"No","No","Yes","Yes","No","Yes"
1190447,2,8,0,60,60,60,11,27,45,74,19,"No",0,0.97,0.95,0,"No","No","No","Yes","No","Yes"
1190541,0,8,0,24,35,46,3,11,22,34,0,"No",0,0.82,0.87,0,"No","No","No","Yes","No","Yes"
1191071,-1,3,4,10,16,24,6,14,20,30,2,"No",0,0.89,0.9,3,"No","No","No","Yes","No","Yes"
1192600,2,8,0,16,24,40,13,19,31,35,1,"No",0,0.96,0.89,0,"No","No","No","Yes","No","Yes"
1193229,5,4,0,9,18,24,2,8,11,22,2,"No",0,0.82,0.91,0,"No","No","No","Yes","No","Yes"
1195460,0,0,0,25,49,63,0,0,0,0,5,"No",0,0.0,0.0,0,"No","No","No","No","No","Yes"
1196927,0,2,0,100,100,100,0,0,0,0,2,"No",0,0.03,0.01,0,"Yes","No","Yes","Yes","No","Yes"
1197445,3,2,0,14,21,28,7,11,15,34,3,"No",0,0.99,0.9,0,"No","No","No","Yes","No","Yes"
1197643,0,5,6,9,11,11,0,0,0,0,0,"No",0,-99.0,-99.0,0,"Yes","No","No","Yes","No","Yes"
1198105,3,8,0,25,25,25,5,14,20,27,2,"No",0,0.98,0.97,0,"No","No","No","Yes","No","Yes"
1200077,0,8,0,3,3,4,3,5,11,15,0,"No",0,0.88,0.92,0,"No","No","No","Yes","No","Yes"
1200336,3,8,0,10,26,42,8,15,24,36,3,"No",0,0.95,0.96,0,"No","No","No","Yes","No","Yes"
1200882,22,8,0,83,114,151,31,116,384,406,0,"No",0,0.53,0.42,0,"No","No","No","Yes","No","Yes"
1201473,0,2,0,0,0,0,1,1,1,1,0,"No",0,0.84,0.9,0,"No","No","No","Yes","No","Yes"
1201530,83,2,35,421,822,1295,130,168,204,249,41,"No",23,0.69,0.68,0,"No","No","No","Yes","No","Yes"
1201616,0,4,0,9,12,12,1,4,4,4,0,"No",0,0.59,0.62,0,"Yes","No","No","Yes","No","Yes"
1201689,0,4,0,0,0,0,0,2,16,18,0,"No",0,0.77,0.8,0,"No","No","No","Yes","No","Yes"
1201885,-1,,0,0,0,0,8,19,52,65,8,"No",0,-99.0,-99.0,0,"No","No","No","No","No","Yes"
1202776,5,9,0,0,1,2,3,5,5,9,0,"No",0,0.85,0.83,0,"No","No","No","Yes","No","Yes"
1202909,5,4,3,2,2,2,5,6,6,6,1,"No",0,0.22,0.11,0,"Yes","No","No","Yes","No","Yes"
1203648,-3,9,0,20,24,28,2,8,10,20,4,"No",7,0.46,0.29,3,"No","No","Yes","Yes","No","Yes"
1203958,-69,12,50,725,1025,1325,250,588,1015,1554,131,"No",0,0.82,0.79,72,"No","No","No","Yes","No","Yes"
1204232,-1,8,36,292,488,702,55,223,362,474,47,"No",0,0.96,0.88,8,"No","No","No","Yes","No","Yes"
1204569,0,2,0,12,12,12,0,0,0,0,1,"No",0,0.79,0.78,0,"Yes","No","Yes","Yes","No","Yes"
1205025,0,2,0,8,14,16,0,0,0,0,0,"No",0,0.93,0.9,0,"No","No","No","Yes","No","Yes"
1205456,39,4,0,0,0,0,3,6,12,21,0,"No",0,0.77,0.8,0,"No","No","No","Yes","No","Yes"
1205487,10,13,0,0,0,3,2,6,9,13,1,"No",0,0.76,0.79,0,"No","No","No","Yes","No","Yes"
1205872,3,8,0,141,213,309,7,59,241,322,20,"No",0,0.67,0.61,0,"No","No","Yes","Yes","No","Yes"
1208140,0,8,0,5,6,6,0,0,0,0,0,"No",0,0.46,0.35,0,"No","No","No","Yes","No","Yes"
1208569,0,9,0,41,81,113,13,32,55,95,0,"No",0,0.34,0.41,0,"No","No","No","Yes","No","Yes"
1209136,13,8,0,60,60,60,3,11,14,26,1,"No",0,0.97,0.95,0,"No","No","No","Yes","No","Yes"
1209243,2,2,0,64,96,128,14,32,64,80,0,"No",0,0.99,0.98,0,"No","No","No","Yes","No","Yes"
1209743,139,8,10,475,670,920,202,495,632,913,210,"No",0,0.89,0.93,5,"No","No","No","Yes","No","Yes"
1211022,0,2,0,4,7,7,0,0,1,1,0,"No",3,0.82,0.79,0,"Yes","No","No","Yes","No","Yes"
1212158,1,8,0,12,12,12,1,3,3,7,0,"No",0,0.0,0.0,0,"No","No","No","Yes","No","Yes"
1214032,0,4,0,13,13,13,0,0,0,0,1,"No",0,0.22,0.11,0,"Yes","No","No","Yes","No","Yes"
1214334,-2,8,0,38,56,80,8,22,36,42,7,"No",0,0.74,0.76,2,"No","No","No","Yes","No","Yes"
1215596,356,8,279,7419,7419,9405,808,2611,5828,9664,943,"No",600,0.52,0.53,13,"No","No","No","Yes","No","Yes"
1215858,0,2,0,7,8,8,0,2,2,2,0,"No",0,0.48,0.53,2,"Yes","No","Yes","Yes","No","Yes"
1215931,0,2,0,4,6,7,3,4,4,4,0,"No",0,0.96,0.91,0,"No","No","No","Yes","No","Yes"
1216721,2,9,0,0,1,2,0,1,2,2,1,"No",0,0.99,0.99,0,"No","No","No","Yes","No","Yes"
1216933,0,8,0,4,6,8,3,4,5,7,0,"No",0,0.93,0.96,0,"No","No","No","Yes","No","Yes"
1218547,1,8,0,12,17,26,11,19,30,42,5,"No",0,1.0,0.98,0,"No","No","Yes","Yes","No","Yes"
1218885,-11,12,0,33,39,45,2,7,16,22,9,"No",0,0.21,0.27,11,"No","No","No","Yes","No","Yes"
1220087,33,3,70,675,1215,1800,217,565,1062,1566,146,"No",90,0.42,0.46,29,"No","No","No","Yes","No","Yes"
1220346,0,12,0,8,12,20,1,5,10,14,1,"No",0,0.82,0.79,0,"No","No","No","Yes","No","Yes"
1220371,12,2,0,0,0,0,2,10,12,12,0,"No",0,0.75,0.74,0,"Yes","No","No","Yes","No","Yes"
1220408,4,2,0,98,137,189,21,48,93,128,30,"No",0,0.96,0.92,0,"No","No","No","Yes","No","Yes"
1220456,1,8,0,12,16,26,3,11,20,25,4,"No",0,0.82,0.68,0,"No","No","No","Yes","No","Yes"
1221289,14,2,0,0,0,0,0,0,5,6,0,"No",0,1.0,0.99,0,"Yes","No","No","Yes","No","Yes"
1221350,470,2,0,0,0,0,28,64,107,177,17,"No",0,0.98,0.94,0,"No","No","No","Yes","No","Yes"
1221466,7,8,0,0,0,0,0,0,0,1,0,"No",0,0.79,0.66,0,"No","No","No","Yes","No","Yes"
1221515,4,12,0,2,3,3,1,2,2,2,0,"No",0,0.82,0.79,0,"No","No","No","Yes","No","Yes"
1221565,0,2,0,11,11,11,0,0,0,0,0,"No",0,0.08,0.16,0,"Yes","No","No","Yes","No","Yes"
1222258,1,8,0,15,24,34,7,13,22,28,0,"No",0,0.89,0.88,0,"No","No","No","Yes","No","Yes"
1222951,5,2,0,5,15,25,0,3,6,7,0,"No",0,0.89,0.92,0,"No","No","No","Yes","No","Yes"
1223826,0,4,0,0,0,0,1,2,2,3,0,"No",0,0.82,0.79,0,"No","No","No","Yes","No","Yes"
1224180,22,8,6,177,291,405,37,129,236,379,41,"No",23,0.47,0.62,4,"No","No","No","Yes","No","Yes"
1224845,8,8,0,12,23,23,10,25,42,66,0,"No",0,0.48,0.53,0,"No","No","No","Yes","No","Yes"
1224854,3,2,0,0,0,1,1,2,2,3,0,"No",0,0.96,0.96,0,"No","No","No","Yes","No","Yes"
1225007,2,8,0,5,5,10,1,4,10,18,1,"No",0,0.95,0.9,0,"No","No","No","Yes","No","Yes"
1225189,0,8,0,19,22,29,3,13,18,27,3,"No",0,-99.0,1.0,0,"No","No","No","Yes","No","Yes"
1225210,10,2,0,26,41,56,6,31,46,46,0,"No",0,0.09,0.06,0,"No","No","No","Yes","No","Yes"
1226357,11,8,0,20,28,36,6,17,32,47,8,"No",0,0.81,0.8,0,"No","No","No","Yes","No","Yes"
1226632,0,8,0,4,6,7,1,3,5,6,0,"No",0,0.82,0.78,0,"No","No","No","Yes","No","Yes"
1226738,-1,,0,3,3,3,0,0,4,6,0,"No",0,-99.0,-99.0,1,"Yes","No","No","Yes","No","Yes"
1228151,2,8,0,0,0,10,2,10,15,25,4,"No",0,0.98,0.99,0,"No","No","No","Yes","No","Yes"
