x,y
1.275,-1.455
1.29,-1.455
1.305,-1.455
1.32,-1.455
1.335,-1.455
1.35,-1.455
1.365,-1.455
1.38,-1.455
1.395,-1.455
1.41,-1.455
1.425,-1.455
1.44,-1.455
1.455,-1.455
1.47,-1.455
1.485,-1.455
1.5,-1.455
-1.5,-1.44
-1.485,-1.44
-1.47,-1.44
-1.455,-1.44
-1.44,-1.44
-1.425,-1.44
-1.41,-1.44
-1.395,-1.44
-1.38,-1.44
-1.365,-1.44
-1.35,-1.44
-1.335,-1.44
-1.32,-1.44
-1.305,-1.44
-1.29,-1.44
-1.275,-1.44
-1.26,-1.44
-1.245,-1.44
-1.23,-1.44
-1.215,-1.44
-1.2,-1.44
-1.185,-1.44
-1.17,-1.44
-1.155,-1.44
-1.14,-1.44
-1.125,-1.44
-1.11,-1.44
-1.095,-1.44
-1.08,-1.44
-1.065,-1.44
-1.05,-1.44
-1.035,-1.44
-1.02,-1.44
-1.005,-1.44
-0.99,-1.44
-0.975,-1.44
-0.96,-1.44
-0.945,-1.44
-0.93,-1.44
-0.915,-1.44
-0.9,-1.44
-0.885,-1.44
-0.87,-1.44
-0.855,-1.44
-0.84,-1.44
-0.825,-1.44
-0.81,-1.44
-0.795,-1.44
-0.78,-1.44
-0.765,-1.44
-0.75,-1.44
-0.735,-1.44
-0.72,-1.44
-0.705,-1.44
-0.69,-1.44
-0.675,-1.44
-0.66,-1.44
-0.645,-1.44
-0.63,-1.44
-0.615,-1.44
-0.6,-1.44
-0.585,-1.44
-0.57,-1.44
-0.555,-1.44
-0.54,-1.44
-0.525,-1.44
-0.51,-1.44
-0.495,-1.44
-0.48,-1.44
-0.465,-1.44
-0.45,-1.44
-0.435,-1.44
-0.42,-1.44
-0.405,-1.44
-0.39,-1.44
-0.375,-1.44
-0.36,-1.44
-0.345,-1.44
-0.33,-1.44
-0.315,-1.44
-0.3,-1.44
-0.285,-1.44
-0.27,-1.44
-0.255,-1.44
-0.24,-1.44
-0.225,-1.44
-0.21,-1.44
-0.195,-1.44
-0.18,-1.44
-0.165,-1.44
-0.15,-1.44
-0.135,-1.44
-0.12,-1.44
-0.105,-1.44
-0.09,-1.44
-0.075,-1.44
-0.06,-1.44
-0.045,-1.44
-0.03,-1.44
-0.015,-1.44
0,-1.44
0.015,-1.44
0.03,-1.44
0.045,-1.44
0.06,-1.44
0.075,-1.44
0.09,-1.44
0.105,-1.44
0.12,-1.44
0.135,-1.44
0.15,-1.44
0.165,-1.44
0.18,-1.44
0.195,-1.44
0.21,-1.44
0.225,-1.44
0.24,-1.44
0.255,-1.44
0.27,-1.44
0.285,-1.44
0.3,-1.44
0.315,-1.44
0.33,-1.44
0.345,-1.44
0.36,-1.44
0.375,-1.44
0.39,-1.44
0.405,-1.44
0.42,-1.44
0.435,-1.44
0.45,-1.44
0.465,-1.44
0.48,-1.44
0.495,-1.44
0.51,-1.44
0.525,-1.44
0.54,-1.44
0.555,-1.44
0.57,-1.44
0.585,-1.44
0.6,-1.44
0.615,-1.44
0.63,-1.44
0.645,-1.44
0.66,-1.44
0.675,-1.44
0.69,-1.44
0.705,-1.44
0.72,-1.44
0.735,-1.44
0.75,-1.44
0.765,-1.44
0.78,-1.44
0.795,-1.44
0.81,-1.44
0.825,-1.44
0.84,-1.44
0.855,-1.44
0.87,-1.44
0.885,-1.44
0.9,-1.44
0.915,-1.44
0.93,-1.44
0.945,-1.44
0.96,-1.44
0.975,-1.44
0.99,-1.44
1.005,-1.44
1.02,-1.44
1.035,-1.44
1.05,-1.44
1.065,-1.44
1.08,-1.44
1.095,-1.44
1.11,-1.44
1.125,-1.44
1.14,-1.44
1.155,-1.44
1.17,-1.44
1.185,-1.44
1.2,-1.44
1.215,-1.44
1.23,-1.44
1.245,-1.44
1.26,-1.44
1.275,-1.44
1.29,-1.44
1.305,-1.44
1.32,-1.44
1.335,-1.44
1.35,-1.44
1.365,-1.44
1.38,-1.44
1.395,-1.44
1.41,-1.44
1.425,-1.44
1.44,-1.44
1.455,-1.44
1.47,-1.44
1.485,-1.44
1.5,-1.44
-1.5,-1.425
-1.485,-1.425
-1.47,-1.425
-1.455,-1.425
-1.44,-1.425
-1.425,-1.425
-1.41,-1.425
-1.395,-1.425
-1.38,-1.425
-1.365,-1.425
-1.35,-1.425
-1.335,-1.425
-1.32,-1.425
-1.305,-1.425
-1.29,-1.425
-1.275,-1.425
-1.26,-1.425
-1.245,-1.425
-1.23,-1.425
-1.215,-1.425
-1.2,-1.425
-1.185,-1.425
-1.17,-1.425
-1.155,-1.425
-1.14,-1.425
-1.125,-1.425
-1.11,-1.425
-1.095,-1.425
-1.08,-1.425
-1.065,-1.425
-1.05,-1.425
-1.035,-1.425
-1.02,-1.425
-1.005,-1.425
-0.99,-1.425
-0.975,-1.425
-0.96,-1.425
-0.945,-1.425
-0.93,-1.425
-0.915,-1.425
-0.9,-1.425
-0.885,-1.425
-0.87,-1.425
-0.855,-1.425
-0.84,-1.425
-0.825,-1.425
-0.81,-1.425
-0.795,-1.425
-0.78,-1.425
-0.765,-1.425
-0.75,-1.425
-0.735,-1.425
-0.72,-1.425
-0.705,-1.425
-0.69,-1.425
-0.675,-1.425
-0.66,-1.425
-0.645,-1.425
-0.63,-1.425
-0.615,-1.425
-0.6,-1.425
-0.585,-1.425
-0.57,-1.425
-0.555,-1.425
-0.54,-1.425
-0.525,-1.425
-0.51,-1.425
-0.495,-1.425
-0.48,-1.425
-0.465,-1.425
-0.45,-1.425
-0.435,-1.425
-0.42,-1.425
-0.405,-1.425
-0.39,-1.425
-0.375,-1.425
-0.36,-1.425
-0.345,-1.425
-0.33,-1.425
-0.315,-1.425
-0.3,-1.425
-0.285,-1.425
-0.27,-1.425
-0.255,-1.425
-0.24,-1.425
-0.225,-1.425
-0.21,-1.425
-0.195,-1.425
-0.18,-1.425
-0.165,-1.425
-0.15,-1.425
-0.135,-1.425
-0.12,-1.425
-0.105,-1.425
-0.09,-1.425
-0.075,-1.425
-0.06,-1.425
-0.045,-1.425
-0.03,-1.425
-0.015,-1.425
0,-1.425
0.015,-1.425
0.03,-1.425
0.045,-1.425
0.06,-1.425
0.075,-1.425
0.09,-1.425
0.105,-1.425
0.12,-1.425
0.135,-1.425
0.15,-1.425
0.165,-1.425
0.18,-1.425
0.195,-1.425
0.21,-1.425
0.225,-1.425
0.24,-1.425
0.255,-1.425
0.27,-1.425
0.285,-1.425
0.3,-1.425
0.315,-1.425
0.33,-1.425
0.345,-1.425
0.36,-1.425
0.375,-1.425
0.39,-1.425
0.405,-1.425
0.42,-1.425
0.435,-1.425
0.45,-1.425
0.465,-1.425
0.48,-1.425
0.495,-1.425
0.51,-1.425
0.525,-1.425
0.54,-1.425
0.555,-1.425
0.57,-1.425
0.585,-1.425
0.6,-1.425
0.615,-1.425
0.63,-1.425
0.645,-1.425
0.66,-1.425
0.675,-1.425
0.69,-1.425
0.705,-1.425
0.72,-1.425
0.735,-1.425
0.75,-1.425
0.765,-1.425
0.78,-1.425
0.795,-1.425
0.81,-1.425
0.825,-1.425
0.84,-1.425
0.855,-1.425
0.87,-1.425
0.885,-1.425
0.9,-1.425
0.915,-1.425
0.93,-1.425
0.945,-1.425
0.96,-1.425
0.975,-1.425
0.99,-1.425
1.005,-1.425
1.02,-1.425
1.035,-1.425
1.05,-1.425
1.065,-1.425
1.08,-1.425
1.095,-1.425
1.11,-1.425
1.125,-1.425
1.14,-1.425
1.155,-1.425
1.17,-1.425
1.185,-1.425
1.2,-1.425
1.215,-1.425
1.23,-1.425
1.245,-1.425
1.26,-1.425
1.275,-1.425
1.29,-1.425
1.305,-1.425
1.32,-1.425
1.335,-1.425
1.35,-1.425
1.365,-1.425
1.38,-1.425
1.395,-1.425
1.41,-1.425
1.425,-1.425
1.44,-1.425
1.455,-1.425
1.47,-1.425
1.485,-1.425
1.5,-1.425
-1.5,-1.41
-1.485,-1.41
-1.47,-1.41
-1.455,-1.41
-1.44,-1.41
-1.425,-1.41
-1.41,-1.41
-1.395,-1.41
-1.38,-1.41
-1.365,-1.41
-1.35,-1.41
-1.335,-1.41
-1.32,-1.41
-1.305,-1.41
-1.29,-1.41
-1.275,-1.41
-1.26,-1.41
-1.245,-1.41
-1.23,-1.41
-1.215,-1.41
-1.2,-1.41
-1.185,-1.41
-1.17,-1.41
-1.155,-1.41
-1.14,-1.41
-1.125,-1.41
-1.11,-1.41
-1.095,-1.41
-1.08,-1.41
-1.065,-1.41
-1.05,-1.41
-1.035,-1.41
-1.02,-1.41
-1.005,-1.41
-0.99,-1.41
-0.975,-1.41
-0.96,-1.41
-0.945,-1.41
-0.93,-1.41
-0.915,-1.41
-0.9,-1.41
-0.885,-1.41
-0.87,-1.41
-0.855,-1.41
-0.84,-1.41
-0.825,-1.41
-0.81,-1.41
-0.795,-1.41
-0.78,-1.41
-0.765,-1.41
-0.75,-1.41
-0.735,-1.41
-0.72,-1.41
-0.705,-1.41
-0.69,-1.41
-0.675,-1.41
-0.66,-1.41
-0.645,-1.41
-0.63,-1.41
-0.615,-1.41
-0.6,-1.41
-0.585,-1.41
-0.57,-1.41
-0.555,-1.41
-0.54,-1.41
-0.525,-1.41
-0.51,-1.41
-0.495,-1.41
-0.48,-1.41
-0.465,-1.41
-0.45,-1.41
-0.435,-1.41
-0.42,-1.41
-0.405,-1.41
-0.39,-1.41
-0.375,-1.41
-0.36,-1.41
-0.345,-1.41
-0.33,-1.41
-0.315,-1.41
-0.3,-1.41
-0.285,-1.41
-0.27,-1.41
-0.255,-1.41
-0.24,-1.41
-0.225,-1.41
-0.21,-1.41
-0.195,-1.41
-0.18,-1.41
-0.165,-1.41
-0.15,-1.41
-0.135,-1.41
-0.12,-1.41
-0.105,-1.41
-0.09,-1.41
-0.075,-1.41
-0.06,-1.41
-0.045,-1.41
-0.03,-1.41
-0.015,-1.41
0,-1.41
0.015,-1.41
0.03,-1.41
0.045,-1.41
0.06,-1.41
0.075,-1.41
0.09,-1.41
0.105,-1.41
0.12,-1.41
0.135,-1.41
0.15,-1.41
0.165,-1.41
0.18,-1.41
0.195,-1.41
0.21,-1.41
0.225,-1.41
0.24,-1.41
0.255,-1.41
0.27,-1.41
0.285,-1.41
0.3,-1.41
0.315,-1.41
0.33,-1.41
0.345,-1.41
0.36,-1.41
0.375,-1.41
0.39,-1.41
0.405,-1.41
0.42,-1.41
0.435,-1.41
0.45,-1.41
0.465,-1.41
0.48,-1.41
0.495,-1.41
0.51,-1.41
0.525,-1.41
0.54,-1.41
0.555,-1.41
0.57,-1.41
0.585,-1.41
0.6,-1.41
0.615,-1.41
0.63,-1.41
0.645,-1.41
0.66,-1.41
0.675,-1.41
0.69,-1.41
0.705,-1.41
0.72,-1.41
0.735,-1.41
0.75,-1.41
0.765,-1.41
0.78,-1.41
0.795,-1.41
0.81,-1.41
0.825,-1.41
0.84,-1.41
0.855,-1.41
0.87,-1.41
0.885,-1.41
0.9,-1.41
0.915,-1.41
0.93,-1.41
0.945,-1.41
0.96,-1.41
0.975,-1.41
0.99,-1.41
1.005,-1.41
1.02,-1.41
1.035,-1.41
1.05,-1.41
1.065,-1.41
1.08,-1.41
1.095,-1.41
1.11,-1.41
1.125,-1.41
1.14,-1.41
1.155,-1.41
1.17,-1.41
1.185,-1.41
1.2,-1.41
1.215,-1.41
1.23,-1.41
1.245,-1.41
1.26,-1.41
1.275,-1.41
1.29,-1.41
1.305,-1.41
1.32,-1.41
1.335,-1.41
1.35,-1.41
1.365,-1.41
1.38,-1.41
1.395,-1.41
1.41,-1.41
1.425,-1.41
1.44,-1.41
1.455,-1.41
1.47,-1.41
1.485,-1.41
1.5,-1.41
-1.5,-1.395
-1.485,-1.395
-1.47,-1.395
-1.455,-1.395
-1.44,-1.395
-1.425,-1.395
-1.41,-1.395
-1.395,-1.395
-1.38,-1.395
-1.365,-1.395
-1.35,-1.395
-1.335,-1.395
-1.32,-1.395
-1.305,-1.395
-1.29,-1.395
-1.275,-1.395
-1.26,-1.395
-1.245,-1.395
-1.23,-1.395
-1.215,-1.395
-1.2,-1.395
-1.185,-1.395
-1.17,-1.395
-1.155,-1.395
-1.14,-1.395
-1.125,-1.395
-1.11,-1.395
-1.095,-1.395
-1.08,-1.395
-1.065,-1.395
-1.05,-1.395
-1.035,-1.395
-1.02,-1.395
-1.005,-1.395
-0.99,-1.395
-0.975,-1.395
-0.96,-1.395
-0.945,-1.395
-0.93,-1.395
-0.915,-1.395
-0.9,-1.395
-0.885,-1.395
-0.87,-1.395
-0.855,-1.395
-0.84,-1.395
-0.825,-1.395
-0.81,-1.395
-0.795,-1.395
-0.78,-1.395
-0.765,-1.395
-0.75,-1.395
-0.735,-1.395
-0.72,-1.395
-0.705,-1.395
-0.69,-1.395
-0.675,-1.395
-0.66,-1.395
-0.645,-1.395
-0.63,-1.395
-0.615,-1.395
-0.6,-1.395
-0.585,-1.395
-0.57,-1.395
-0.555,-1.395
